time_period,scenario,series_name,average_normalised_score,average_normalised_score_p05,average_normalised_score_p95,routes_used,characteristics_used
288,nuclear,nuclear_avg,0.714511,0.404132,0.815379,3,8
288,fusion,fusion_avg,0.741841,0.640153,0.839991,3,8
289,solar,solar_avg,0.583193,0.463855,0.683710,3,8
289,nuclear,nuclear_avg,0.718941,0.395202,0.809054,3,8
289,fusion,fusion_avg,0.746731,0.624829,0.834628,3,8
290,solar,solar_avg,0.584348,0.470136,0.684566,3,8
290,nuclear,nuclear_avg,0.719835,0.394818,0.810355,3,8
290,fusion,fusion_avg,0.746954,0.631238,0.835998,3,8
291,solar,solar_avg,0.581728,0.466962,0.685141,3,8
291,nuclear,nuclear_avg,0.716384,0.397507,0.811704,3,8
291,fusion,fusion_avg,0.745725,0.628461,0.836129,3,8
292,solar,solar_avg,0.586132,0.464774,0.681058,3,8
292,nuclear,nuclear_avg,0.723813,0.396302,0.806828,3,8
292,fusion,fusion_avg,0.750533,0.529149,0.831822,3,8
293,solar,solar_avg,0.573148,0.468861,0.668561,3,8
293,nuclear,nuclear_avg,0.695712,0.265697,0.792074,3,8
293,fusion,fusion_avg,0.724047,0.571256,0.814879,3,8
294,solar,solar_avg,0.567334,0.477057,0.658555,3,8
294,nuclear,nuclear_avg,0.692507,0.277554,0.782961,3,8
294,fusion,fusion_avg,0.719465,0.623498,0.807601,3,8
295,solar,solar_avg,0.582476,0.479416,0.689481,3,8
295,nuclear,nuclear_avg,0.717979,0.382430,0.813251,3,8
295,fusion,fusion_avg,0.745875,0.640887,0.838470,3,8
296,solar,solar_avg,0.580687,0.475330,0.683269,3,8
296,nuclear,nuclear_avg,0.719348,0.382389,0.809029,3,8
296,fusion,fusion_avg,0.746806,0.635937,0.834600,3,8
297,solar,solar_avg,0.582554,0.485141,0.692492,3,8
297,nuclear,nuclear_avg,0.721410,0.391672,0.819162,3,8
297,fusion,fusion_avg,0.747688,0.648915,0.844027,3,8
298,solar,solar_avg,0.578434,0.464942,0.696609,3,8
298,nuclear,nuclear_avg,0.717990,0.456822,0.822744,3,8
298,fusion,fusion_avg,0.744658,0.632893,0.846488,3,8
299,solar,solar_avg,0.581229,0.451921,0.688942,3,8
299,nuclear,nuclear_avg,0.717801,0.431796,0.814097,3,8
299,fusion,fusion_avg,0.745086,0.615346,0.839102,3,8
300,solar,solar_avg,0.569546,0.471766,0.656347,3,8
300,nuclear,nuclear_avg,0.694302,0.589308,0.780523,3,8
300,fusion,fusion_avg,0.719351,0.522243,0.804999,3,8
301,solar,solar_avg,0.570037,0.468061,0.662567,3,8
301,nuclear,nuclear_avg,0.693633,0.593282,0.788435,3,8
301,fusion,fusion_avg,0.722905,0.626673,0.810149,3,8
302,solar,solar_avg,0.585562,0.455798,0.693972,3,8
302,nuclear,nuclear_avg,0.723160,0.530047,0.818241,3,8
302,fusion,fusion_avg,0.749702,0.578844,0.843842,3,8
303,solar,solar_avg,0.580960,0.458556,0.691356,3,8
303,nuclear,nuclear_avg,0.719864,0.600234,0.817160,3,8
303,fusion,fusion_avg,0.747460,0.587644,0.842170,3,8
304,solar,solar_avg,0.585886,0.473394,0.690742,3,8
304,nuclear,nuclear_avg,0.724826,0.609371,0.816335,3,8
304,fusion,fusion_avg,0.751241,0.593457,0.839528,3,8
305,solar,solar_avg,0.583512,0.476241,0.690694,3,8
305,nuclear,nuclear_avg,0.721898,0.613041,0.817546,3,8
305,fusion,fusion_avg,0.747883,0.646944,0.841658,3,8
306,solar,solar_avg,0.580653,0.478012,0.682925,3,8
306,nuclear,nuclear_avg,0.720154,0.611775,0.809533,3,8
306,fusion,fusion_avg,0.746736,0.642098,0.835010,3,8
307,solar,solar_avg,0.567391,0.477219,0.652660,3,8
307,nuclear,nuclear_avg,0.693932,0.572510,0.777590,3,8
307,fusion,fusion_avg,0.722266,0.588475,0.801440,3,8
308,solar,solar_avg,0.569844,0.469963,0.661928,3,8
308,nuclear,nuclear_avg,0.695928,0.597619,0.785949,3,8
308,fusion,fusion_avg,0.723447,0.621974,0.810540,3,8
309,solar,solar_avg,0.585577,0.463832,0.687897,3,8
309,nuclear,nuclear_avg,0.722365,0.589865,0.811779,3,8
309,fusion,fusion_avg,0.748988,0.622725,0.836453,3,8
310,solar,solar_avg,0.583102,0.476888,0.684786,3,8
310,nuclear,nuclear_avg,0.721212,0.603257,0.811596,3,8
310,fusion,fusion_avg,0.747077,0.643299,0.836211,3,8
311,solar,solar_avg,0.584560,0.459324,0.679644,3,8
311,nuclear,nuclear_avg,0.721970,0.580778,0.805808,3,8
311,fusion,fusion_avg,0.747704,0.546019,0.831835,3,8
312,solar,solar_avg,0.582979,0.453076,0.693958,3,8
312,nuclear,nuclear_avg,0.720774,0.581275,0.820736,3,8
312,fusion,fusion_avg,0.745168,0.539137,0.845359,3,8
313,solar,solar_avg,0.583186,0.454854,0.696914,3,8
313,nuclear,nuclear_avg,0.720359,0.592193,0.822374,3,8
313,fusion,fusion_avg,0.745852,0.481311,0.847227,3,8
314,solar,solar_avg,0.567266,0.485726,0.659918,3,8
314,nuclear,nuclear_avg,0.694250,0.614442,0.784616,3,8
314,fusion,fusion_avg,0.719127,0.484678,0.808367,3,8
315,solar,solar_avg,0.567243,0.466289,0.671964,3,8
315,nuclear,nuclear_avg,0.694443,0.574667,0.796614,3,8
315,fusion,fusion_avg,0.719987,0.559714,0.819764,3,8
316,solar,solar_avg,0.584422,0.485302,0.684415,3,8
316,nuclear,nuclear_avg,0.720138,0.575819,0.808244,3,8
316,fusion,fusion_avg,0.746356,0.589763,0.833868,3,8
317,solar,solar_avg,0.587465,0.454386,0.686604,3,8
317,nuclear,nuclear_avg,0.723985,0.590566,0.811741,3,8
317,fusion,fusion_avg,0.749829,0.627056,0.837630,3,8
318,solar,solar_avg,0.584786,0.449507,0.692467,3,8
318,nuclear,nuclear_avg,0.724173,0.582899,0.817678,3,8
318,fusion,fusion_avg,0.749638,0.628233,0.842995,3,8
319,solar,solar_avg,0.580964,0.487878,0.686628,3,8
319,nuclear,nuclear_avg,0.721208,0.622328,0.812495,3,8
319,fusion,fusion_avg,0.745759,0.657712,0.837216,3,8
320,solar,solar_avg,0.578897,0.472623,0.697719,3,8
320,nuclear,nuclear_avg,0.718253,0.608505,0.823878,3,8
320,fusion,fusion_avg,0.743615,0.645349,0.848214,3,8
321,solar,solar_avg,0.570372,0.467543,0.662948,3,8
321,nuclear,nuclear_avg,0.698738,0.445730,0.787540,3,8
321,fusion,fusion_avg,0.725178,0.623924,0.812187,3,8
322,solar,solar_avg,0.570447,0.483166,0.656552,3,8
322,nuclear,nuclear_avg,0.696324,0.611996,0.781657,3,8
322,fusion,fusion_avg,0.720875,0.634216,0.805689,3,8
323,solar,solar_avg,0.584609,0.478076,0.690366,3,8
323,nuclear,nuclear_avg,0.723888,0.542925,0.812112,3,8
323,fusion,fusion_avg,0.747833,0.548655,0.836292,3,8
324,solar,solar_avg,0.586582,0.478315,0.690569,3,8
324,nuclear,nuclear_avg,0.725433,0.621165,0.816006,3,8
324,fusion,fusion_avg,0.748745,0.565953,0.840892,3,8
325,solar,solar_avg,0.582078,0.446801,0.694646,3,8
325,nuclear,nuclear_avg,0.721091,0.595943,0.821875,3,8
325,fusion,fusion_avg,0.745469,0.538827,0.845027,3,8
326,solar,solar_avg,0.584681,0.445787,0.686441,3,8
326,nuclear,nuclear_avg,0.722929,0.588258,0.812296,3,8
326,fusion,fusion_avg,0.748371,0.608987,0.837237,3,8
327,solar,solar_avg,0.579579,0.465007,0.698451,3,8
327,nuclear,nuclear_avg,0.718458,0.601511,0.824837,3,8
327,fusion,fusion_avg,0.745001,0.641437,0.847547,3,8
328,solar,solar_avg,0.571066,0.480131,0.660234,3,8
328,nuclear,nuclear_avg,0.697956,0.510361,0.782356,3,8
328,fusion,fusion_avg,0.723074,0.636590,0.806673,3,8
329,solar,solar_avg,0.571178,0.466889,0.678489,3,8
329,nuclear,nuclear_avg,0.701181,0.594057,0.803231,3,8
329,fusion,fusion_avg,0.725522,0.623479,0.824557,3,8
330,solar,solar_avg,0.580664,0.457607,0.692542,3,8
330,nuclear,nuclear_avg,0.720188,0.551850,0.815659,3,8
330,fusion,fusion_avg,0.746254,0.632851,0.840648,3,8
331,solar,solar_avg,0.584417,0.453904,0.690894,3,8
331,nuclear,nuclear_avg,0.723929,0.573683,0.815423,3,8
331,fusion,fusion_avg,0.749704,0.545772,0.838836,3,8
332,solar,solar_avg,0.585815,0.483196,0.681397,3,8
332,nuclear,nuclear_avg,0.722957,0.562264,0.807980,3,8
332,fusion,fusion_avg,0.746996,0.562956,0.832648,3,8
333,solar,solar_avg,0.584791,0.473896,0.687011,3,8
333,nuclear,nuclear_avg,0.722757,0.571515,0.812818,3,8
333,fusion,fusion_avg,0.746784,0.557371,0.836577,3,8
334,solar,solar_avg,0.580083,0.473839,0.689753,3,8
334,nuclear,nuclear_avg,0.718221,0.601674,0.816595,3,8
334,fusion,fusion_avg,0.742288,0.554265,0.840671,3,8
335,solar,solar_avg,0.552703,0.427785,0.641394,3,8
335,nuclear,nuclear_avg,0.697222,0.593261,0.780997,3,8
335,fusion,fusion_avg,0.719835,0.523085,0.802395,3,8
336,solar,solar_avg,0.550450,0.421570,0.649516,3,8
336,nuclear,nuclear_avg,0.695063,0.316835,0.786771,3,8
336,fusion,fusion_avg,0.721733,0.524553,0.808381,3,8
337,solar,solar_avg,0.564809,0.404098,0.675340,3,8
337,nuclear,nuclear_avg,0.719222,0.314989,0.815044,3,8
337,fusion,fusion_avg,0.747161,0.541464,0.839639,3,8
338,solar,solar_avg,0.558458,0.418982,0.669062,3,8
338,nuclear,nuclear_avg,0.720210,0.317821,0.812018,3,8
338,fusion,fusion_avg,0.747548,0.564060,0.837988,3,8
339,solar,solar_avg,0.553957,0.385805,0.666833,3,8
339,nuclear,nuclear_avg,0.715518,0.291956,0.813251,3,8
339,fusion,fusion_avg,0.744569,0.545179,0.838854,3,8
340,solar,solar_avg,0.551225,0.415944,0.665882,3,8
340,nuclear,nuclear_avg,0.716594,0.318256,0.811191,3,8
340,fusion,fusion_avg,0.745300,0.566431,0.836859,3,8
341,solar,solar_avg,0.547083,0.390252,0.665986,3,8
341,nuclear,nuclear_avg,0.718350,0.299959,0.814157,3,8
341,fusion,fusion_avg,0.746042,0.545608,0.839362,3,8
342,solar,solar_avg,0.543334,0.423762,0.642359,3,8
342,nuclear,nuclear_avg,0.692881,0.310833,0.783515,3,8
342,fusion,fusion_avg,0.719175,0.529976,0.805824,3,8
343,solar,solar_avg,0.545523,0.423207,0.651044,3,8
343,nuclear,nuclear_avg,0.696160,0.322424,0.791082,3,8
343,fusion,fusion_avg,0.722351,0.523864,0.813442,3,8
344,solar,solar_avg,0.545827,0.379869,0.687084,3,8
344,nuclear,nuclear_avg,0.715930,0.297712,0.827100,3,8
344,fusion,fusion_avg,0.743355,0.518077,0.852224,3,8
345,solar,solar_avg,0.548153,0.382896,0.668462,3,8
345,nuclear,nuclear_avg,0.718747,0.294936,0.811124,3,8
345,fusion,fusion_avg,0.746301,0.523137,0.837085,3,8
346,solar,solar_avg,0.550248,0.401599,0.666869,3,8
346,nuclear,nuclear_avg,0.720694,0.291823,0.808834,3,8
346,fusion,fusion_avg,0.749722,0.547610,0.837432,3,8
347,solar,solar_avg,0.548603,0.379789,0.673075,3,8
347,nuclear,nuclear_avg,0.720259,0.291089,0.816899,3,8
347,fusion,fusion_avg,0.748441,0.523431,0.843595,3,8
348,solar,solar_avg,0.547088,0.387599,0.665065,3,8
348,nuclear,nuclear_avg,0.718380,0.295839,0.810518,3,8
348,fusion,fusion_avg,0.746215,0.531378,0.835106,3,8
349,solar,solar_avg,0.542721,0.414346,0.653624,3,8
349,nuclear,nuclear_avg,0.691990,0.309644,0.790608,3,8
349,fusion,fusion_avg,0.720639,0.623638,0.817741,3,8
350,solar,solar_avg,0.544313,0.414687,0.646110,3,8
350,nuclear,nuclear_avg,0.695555,0.301410,0.782979,3,8
350,fusion,fusion_avg,0.721744,0.621301,0.807357,3,8
351,solar,solar_avg,0.549641,0.379389,0.663761,3,8
351,nuclear,nuclear_avg,0.719250,0.291626,0.806219,3,8
351,fusion,fusion_avg,0.747898,0.614879,0.834026,3,8
352,solar,solar_avg,0.545274,0.405558,0.674695,3,8
352,nuclear,nuclear_avg,0.715705,0.316252,0.817988,3,8
352,fusion,fusion_avg,0.746375,0.640709,0.845577,3,8
353,solar,solar_avg,0.544496,0.401716,0.662882,3,8
353,nuclear,nuclear_avg,0.717103,0.420379,0.808191,3,8
353,fusion,fusion_avg,0.743697,0.556490,0.832397,3,8
354,solar,solar_avg,0.547654,0.408513,0.668913,3,8
354,nuclear,nuclear_avg,0.720344,0.418407,0.811634,3,8
354,fusion,fusion_avg,0.748512,0.642160,0.839547,3,8
355,solar,solar_avg,0.543795,0.376444,0.671242,3,8
355,nuclear,nuclear_avg,0.716317,0.395957,0.817332,3,8
355,fusion,fusion_avg,0.745275,0.615262,0.843533,3,8
356,solar,solar_avg,0.545367,0.416557,0.644347,3,8
356,nuclear,nuclear_avg,0.698473,0.475355,0.784681,3,8
356,fusion,fusion_avg,0.724475,0.619539,0.808240,3,8
357,solar,solar_avg,0.537154,0.423935,0.651448,3,8
357,nuclear,nuclear_avg,0.691047,0.490682,0.790640,3,8
357,fusion,fusion_avg,0.718342,0.634000,0.816092,3,8
358,solar,solar_avg,0.548771,0.411700,0.667288,3,8
358,nuclear,nuclear_avg,0.719283,0.491954,0.809880,3,8
358,fusion,fusion_avg,0.747641,0.643518,0.837366,3,8
359,solar,solar_avg,0.544669,0.420820,0.665125,3,8
359,nuclear,nuclear_avg,0.717938,0.503185,0.810152,3,8
359,fusion,fusion_avg,0.745234,0.665704,0.836567,3,8
360,solar,solar_avg,0.545500,0.407436,0.675162,3,8
360,nuclear,nuclear_avg,0.719387,0.502019,0.820616,3,8
360,fusion,fusion_avg,0.747753,0.662403,0.846553,3,8
361,solar,solar_avg,0.547004,0.400911,0.665981,3,8
361,nuclear,nuclear_avg,0.720952,0.597170,0.811554,3,8
361,fusion,fusion_avg,0.749328,0.647589,0.839338,3,8
362,solar,solar_avg,0.547065,0.409735,0.668359,3,8
362,nuclear,nuclear_avg,0.721297,0.615502,0.815508,3,8
362,fusion,fusion_avg,0.749015,0.661304,0.841654,3,8
363,solar,solar_avg,0.543210,0.418923,0.644686,3,8
363,nuclear,nuclear_avg,0.698209,0.603885,0.783563,3,8
363,fusion,fusion_avg,0.725086,0.639035,0.809478,3,8
364,solar,solar_avg,0.543716,0.413111,0.643118,3,8
364,nuclear,nuclear_avg,0.697737,0.595619,0.781558,3,8
364,fusion,fusion_avg,0.723506,0.633650,0.805849,3,8
365,solar,solar_avg,0.551391,0.373624,0.667100,3,8
365,nuclear,nuclear_avg,0.723955,0.574119,0.805697,3,8
365,fusion,fusion_avg,0.750408,0.627680,0.833105,3,8
